//路径录制时间: 2022-10-6-19-32, 所在地图: 嚎风峡湾//
2560.22,-4584,276.33
2550.7,-4579.02,270.3
2533.97,-4568.89,264.32
2517.12,-4558.47,259.17
2505.05,-4550.93,255.91
2494.08,-4547.69,253.82
2473.52,-4545.03,250.06
2457.53,-4542.88,247.06
2449.1,-4534.38,244.43
2440.43,-4512.94,240.6
2432.86,-4494.21,237.27
2425.29,-4475.49,233.99
2421.2,-4464.1,232.03
2418.27,-4442.79,243.56
2416.04,-4431.39,241.99
2408.97,-4409.27,239.55
2402.47,-4388.63,242.56
2397.63,-4374.85,241.7
2392.55,-4365.66,241.06
2385.48,-4355.71,240.33
2375.47,-4349.76,239.66
2354.13,-4338.87,238.3
2343.86,-4333.18,237.63
2324,-4320.99,236.24
2314.87,-4313.76,235.72
2299.34,-4298.69,235.06
2290.94,-4290.54,234.7
2274.62,-4276.43,238.95
2261.05,-4265.38,238.72
2257.94,-4254.98,237.68
2253.49,-4235.04,236.24
2250.54,-4223.75,235.49
2243.38,-4204.59,234.51
2239.02,-4193.74,233.97
2230.3,-4175.24,233.07
2219.93,-4154.85,233.31
2209.79,-4134.92,234.88
2200.52,-4116.69,233.93
2191.24,-4098.45,232.98
2182.38,-4079.29,232.15
2174.21,-4060.59,231.32
2166.02,-4041.84,230.48
2161.76,-4030.96,229.87
2157.05,-4017.75,229.03
2153.8,-4006.55,228.14
2163.05,-4011.24,231.92
2179.98,-4021.92,234.81
2197.14,-4032.5,238.42
2213.34,-4044.38,242.43
2229.56,-4056.36,245.95
2239.4,-4062.63,246.8
2259.27,-4074.93,248.23
2279.13,-4087.23,249.66
2288.49,-4094.22,249.57
2301.83,-4105.61,248.85
2310.2,-4113.78,248.63
2326.78,-4130.31,248.41
2335.79,-4137.73,248.39
2346.2,-4142.79,248.33
2357.55,-4145.68,248.32
2368.9,-4148.39,248.63
2387.05,-4153.5,258.69
2407.6,-4159.64,267.27
2426.05,-4165.23,268.87
2436.99,-4166.45,270.02
2448.61,-4166.77,271.39
2463.1,-4166,275.79
2481.23,-4163.82,289.05
2492.56,-4162.72,290.74
2515.11,-4157.74,294.95
2533.6,-4153.03,305.7
2551.42,-4148.69,314.11
2568.58,-4144.51,328.6
2590.29,-4139.22,333.24
2601.52,-4135.05,335.9
2611.13,-4130.33,344.42
2618.67,-4124.79,350.62
2624.03,-4119.63,358.07
2634.1,-4108.6,373.01
2640.19,-4101.01,377.22
2649.22,-4088.62,386.51
2654.64,-4080.44,392.92
2663.92,-4068.79,407.82
2668.49,-4061.91,416.09
2677.07,-4041.16,414.96
2685.33,-4022.83,411.06
2689.59,-4013.4,409.07
2681.06,-4008.08,404.32
2672.73,-4003.78,399.43
2656.86,-3998.33,387.77
2640.79,-3992.07,374.72
2632.26,-3987.32,368.26
2622.27,-3978.74,361.97
